masterid,year,crop,volume_m3,area_m2,depth_m,system
sheridan,2012,24,192422.88,526091.8,0.36576,4
null_geo9,2012,26,215859,404686,0.5334,4
null_geo9,2012,2,276657.2292,501810.64,0.55131929,4
sheridan,2012,24,262731.24,501810.64,0.523567742,4
null_geo9,2012,2,250396.44,485623.2,0.51562,4
null_geo9,2012,2,170220.24,485623.2,0.35052,3
sheridan,2012,2,222026.4,445154.6,0.498763636,4
null_geo9,2012,2,159118.92,364217.4,0.43688,4
null_geo9,2012,2,445286.28,1133120.8,0.392974286,4
sheridan,2012,2,194889.84,485623.2,0.40132,4
null_geo9,2012,4,267665.16,485623.2,0.55118,4
sheridan,2012,24,194889.84,550372.96,0.354105882,4
null_geo9,2012,2,478590.24,971246.4,0.49276,4
null_geo9,2012,2,304669.56,505857.5,0.6022848,4
sheridan,2012,2,217610.5416,485623.2,0.4481068,4
null_geo9,2012,26,222026.4,485623.2,0.4572,4
null_geo9,2012,2,373744.44,764856.54,0.488647619,4
null_geo9,2012,2,505726.8,971246.4,0.5207,4
null_geo9,2012,25,198590.28,505857.5,0.3925824,4
null_geo9,2012,2,226960.32,485623.2,0.46736,4
sheridan,2012,2,129515.4,485623.2,0.2667,4
sheridan,2012,25,319471.32,647497.6,0.493395,4
sheridan,2012,24,225726.84,505857.5,0.4462272,6
null_geo9,2012,25,262311.8568,465388.9,0.563641461,4
sheridan,2012,-99,0,0,0,-99
sheridan,2012,2,218325.96,526091.8,0.414996923,4
null_geo9,2012,24,334273.08,971246.4,0.34417,4
sheridan,2012,2,160019.3604,485623.2,0.3295142,4
null_geo9,2012,2,264630.7992,485623.2,0.5449316,4
sheridan,2012,4,254096.88,485623.2,0.52324,4
null_geo9,2012,2,247929.48,457295.18,0.542166372,4
sheridan,2012,48,196123.32,485623.2,0.40386,4
sheridan,2012,2,207224.64,485623.2,0.42672,4
sheridan,2012,2,296035.2,752715.96,0.393290323,3
sheridan,2012,2,246696,485623.2,0.508,4
sheridan,2012,2,262731.24,489670.06,0.53654876,4
null_geo9,2012,2,478590.24,890309.2,0.537556364,4
sheridan,2012,24,284933.88,501810.64,0.567812903,4
sheridan,2012,2,287400.84,586794.7,0.489782069,4
null_geo9,2012,2,252851.0652,485623.2,0.5206746,4
null_geo9,2012,-99,0,0,0,-99
sheridan,2012,24,320704.8,995527.56,0.322146341,4
null_geo9,2012,2,288634.32,728434.8,0.39624,4
null_geo9,2012,2,162819.36,485623.2,0.33528,4
sheridan,2012,2,227836.0908,485623.2,0.4691634,3
sheridan,2012,2,309603.48,465388.9,0.66525913,4
null_geo9,2012,17,440352.36,809372,0.544068,4
null_geo9,2012,24,376211.4,902449.78,0.416878924,4
sheridan,2012,2,273832.56,465388.9,0.588396522,4
null_geo9,2012,24,281233.44,485623.2,0.57912,4
sheridan,2012,24,296035.2,485623.2,0.6096,4
null_geo9,2012,2,272599.08,489670.06,0.556700826,4
sheridan,2012,16,238061.64,485623.2,0.49022,4
null_geo9,2012,2,259030.8,485623.2,0.5334,4
sheridan,2012,2,286167.36,497763.78,0.574907317,4
sheridan,2012,28,242995.56,473482.62,0.513210256,4
null_geo9,2012,5,160352.4,485623.2,0.3302,4
sheridan,2012,21,419383.2,942918.38,0.444772532,4
null_geo9,2012,2,488458.08,983386.98,0.496711111,4
sheridan,2012,10,126234.3432,445154.6,0.283574836,4
sheridan,2012,2,224493.36,748669.1,0.299857297,4
null_geo9,2012,2,270132.12,493716.92,0.547140984,4
null_geo9,2012,2,265198.2,485623.2,0.5461,4
sheridan,2012,2,198553.2756,558466.68,0.355533739,4
sheridan,2012,2,210518.0316,485623.2,0.4335018,4
null_geo9,2012,15,3947.136,28328.02,0.139337143,5
null_geo9,2012,2,197356.8,485623.2,0.4064,4
null_geo9,2012,17,320704.8,505857.5,0.633984,4
sheridan,2012,2,144317.16,489670.06,0.294723967,4
null_geo9,2012,2,255330.36,505857.5,0.5047488,4
sheridan,2012,2,222026.4,485623.2,0.4572,4
sheridan,2012,2,296627.2704,857934.32,0.345746717,4
null_geo9,2012,4,262731.24,485623.2,0.54102,4
sheridan,2012,24,139383.24,489670.06,0.284647934,4
sheridan,2012,24,304669.56,971246.4,0.31369,4
null_geo9,2012,24,463788.48,987433.84,0.469691803,4
sheridan,2012,4,225726.84,485623.2,0.46482,4
null_geo9,2012,24,91499.5464,485623.2,0.1884172,4
null_geo9,2012,2,250396.44,493716.92,0.507167213,4
null_geo9,2012,16,355242.24,971246.4,0.36576,4
sheridan,2012,2,292334.76,509904.36,0.573314286,4
sheridan,2012,2,157799.0964,485623.2,0.3249422,4
sheridan,2012,2,151718.04,485623.2,0.31242,4
null_geo9,2012,2,536563.8,1922258.5,0.279132632,3
sheridan,2012,4,152951.52,489670.06,0.312357025,4
sheridan,2012,2,49326.8652,323748.8,0.1523619,4
sheridan,2012,2,38472.2412,113312.08,0.339525429,4
null_geo9,2012,2,150484.56,829606.3,0.181393171,4
sheridan,2012,2,330572.64,485623.2,0.68072,4
sheridan,2012,2,207224.64,679872.48,0.3048,4
null_geo9,2012,24,368810.52,971246.4,0.37973,4
sheridan,2012,4,228193.8,497763.78,0.458439024,4
null_geo9,2012,17,421850.16,870074.9,0.484844651,4
sheridan,2012,2,249162.96,485623.2,0.51308,4
null_geo9,2012,2,251629.92,485623.2,0.51816,4
sheridan,2012,24,181321.56,574654.12,0.315532394,4
sheridan,2012,24,129515.4,501810.64,0.258096774,4
sheridan,2012,2,257797.32,497763.78,0.517912195,4
null_geo9,2012,2,198590.28,485623.2,0.40894,4
sheridan,2012,16,304669.56,477529.48,0.638013559,4
null_geo9,2012,24,159118.92,493716.92,0.322288525,4
sheridan,2012,2,97444.92,364217.4,0.267546667,4
null_geo9,2012,2,205991.16,485623.2,0.42418,4
null_geo9,2012,2,244229.04,505857.5,0.4828032,4
sheridan,2012,2,253837.8492,849840.6,0.298689486,4
sheridan,2013,24,185429.0484,631310.16,0.293721692,4
null_geo9,2013,4,150484.56,485623.2,0.30988,3
sheridan,2013,24,160352.4,501810.64,0.319548387,4
sheridan,2013,2,159118.92,505857.5,0.3145536,4
sheridan,2013,2,131710.9944,485623.2,0.2712212,4
sheridan,2013,24,165286.32,890309.2,0.185650909,4
sheridan,2013,24,198590.28,526091.8,0.377483077,4
null_geo9,2013,-99,0,0,0,-99
sheridan,2013,2,173920.68,485623.2,0.35814,4
null_geo9,2013,2,234361.2,505857.5,0.463296,4
null_geo9,2013,30,204757.68,833653.16,0.245615534,3
null_geo9,2013,25,223259.88,501810.64,0.444909677,4
null_geo9,2013,5,203524.2,485623.2,0.4191,4
null_geo9,2013,2,199823.76,477529.48,0.418454237,4
sheridan,2013,2,315770.88,485623.2,0.65024,4
null_geo9,2013,48,130748.88,404686,0.323088,4
sheridan,2013,-99,0,0,0,-99
null_geo9,2013,2,77709.24,234717.88,0.331075862,4
sheridan,2013,24,150484.56,526091.8,0.286043077,4
sheridan,2013,2,156651.96,485623.2,0.32258,4
sheridan,2013,2,143083.68,485623.2,0.29464,4
sheridan,2013,2,112246.68,485623.2,0.23114,4
null_geo9,2013,2,167753.28,485623.2,0.34544,4
sheridan,2013,2,150484.56,607029,0.247904,5
sheridan,2013,3,47365.632,501810.64,0.094389677,4
null_geo9,2013,16,212158.56,485623.2,0.43688,4
sheridan,2013,2,114713.64,485623.2,0.23622,4
null_geo9,2013,2,196123.32,364217.4,0.53848,4
null_geo9,2013,2,205991.16,485623.2,0.42418,4
null_geo9,2013,24,254096.88,485623.2,0.52324,4
sheridan,2013,2,176387.64,971246.4,0.18161,4
null_geo9,2013,2,167753.28,485623.2,0.34544,4
sheridan,2013,16,50572.68,485623.2,0.10414,4
sheridan,2013,2,191189.4,501810.64,0.381,4
null_geo9,2013,2,275066.04,485623.2,0.56642,4
sheridan,2013,2,178348.8732,331842.52,0.53745161,4
null_geo9,2013,2,431718,946965.24,0.455897436,4
sheridan,2013,2,140789.4072,445154.6,0.316271564,4
null_geo9,2013,25,123348,465388.9,0.265043478,4
null_geo9,2013,23,184886.3172,971246.4,0.1903603,4
sheridan,2013,24,92511,489670.06,0.18892562,4
sheridan,2013,2,82643.16,485623.2,0.17018,3
null_geo9,2013,2,41025.5448,404686,0.10137648,4
sheridan,2013,2,104845.8,485623.2,0.2159,4
sheridan,2013,2,152951.52,485623.2,0.31496,4
null_geo9,2013,-99,429251.04,837700.02,0.512417391,4
null_geo9,2013,2,181321.56,485623.2,0.37338,4
null_geo9,2013,2,163769.1396,493716.92,0.331707344,4
null_geo9,2013,2,450220.2,1011715,0.445008,4
null_geo9,2013,18,294801.72,829606.3,0.355352195,4
sheridan,2013,24,135682.8,501810.64,0.270387097,4
sheridan,2013,5,45638.76,485623.2,0.09398,4
sheridan,2013,2,151718.04,497763.78,0.3048,4
null_geo9,2013,2,263964.72,505857.5,0.5218176,4
sheridan,2013,24,241762.08,752715.96,0.321187097,4
sheridan,2013,4,134103.9456,356123.68,0.376566545,4
sheridan,2013,24,234102.1692,809372,0.28923996,4
null_geo9,2013,2,254096.88,485623.2,0.52324,4
sheridan,2013,24,17453.742,505857.5,0.03450336,4
sheridan,2013,16,55506.6,485623.2,0.1143,4
null_geo9,2013,2,534565.5624,987433.84,0.54136977,4
sheridan,2013,-99,0,0,0,4
null_geo9,2013,2,145550.64,485623.2,0.29972,4
null_geo9,2013,-99,431718,841746.88,0.512884615,4
sheridan,2013,3,97420.2504,469435.76,0.207526759,4
sheridan,2013,2,115947.12,586794.7,0.197594483,4
null_geo9,2013,-99,0,0,0,-99
null_geo9,2013,24,93744.48,465388.9,0.201433043,4
sheridan,2013,23,135682.8,485623.2,0.2794,4
sheridan,2013,2,120881.04,404686,0.298704,4
null_geo9,2013,24,251629.92,485623.2,0.51816,4
null_geo9,2013,2,682114.44,971246.4,0.70231,4
sheridan,2013,-99,0,0,0,-99
null_geo9,2013,2,127048.44,0,0,4
null_geo9,2013,2,203524.2,485623.2,0.4191,4
sheridan,2013,2,123348,404686,0.3048,6
sheridan,2013,2,114713.64,465388.9,0.246490435,4
null_geo9,2013,2,173920.68,505857.5,0.3438144,4
sheridan,2013,2,159649.3164,566560.4,0.2817876,4
sheridan,2013,23,178854.6,971246.4,0.18415,4
null_geo9,2013,2,219559.44,485623.2,0.45212,4
null_geo9,2013,2,185022,493716.92,0.374754098,4
sheridan,2013,2,128281.92,485623.2,0.26416,4
sheridan,2013,2,107312.76,485623.2,0.22098,4
null_geo9,2013,2,240528.6,505857.5,0.475488,4
sheridan,2013,4,128281.92,485623.2,0.26416,4
sheridan,2013,2,183788.52,971246.4,0.18923,4
sheridan,2013,24,171453.72,485623.2,0.35306,4
null_geo9,2013,4,150484.56,526091.8,0.286043077,3
null_geo9,2013,2,209691.6,485623.2,0.4318,4
sheridan,2013,24,136916.28,489670.06,0.279609917,4
null_geo9,2013,48,173920.68,505857.5,0.3438144,4
null_geo9,2013,2,176387.64,485623.2,0.36322,4
null_geo9,2013,2,291101.28,485623.2,0.59944,4
sheridan,2013,2,154357.6872,485623.2,0.3178556,4
null_geo9,2013,26,218325.96,930777.8,0.234563478,4
sheridan,2013,23,115947.12,485623.2,0.23876,4
sheridan,2013,-99,0,0,0,-99
sheridan,2013,73,231894.24,942918.38,0.245933047,4
null_geo9,2013,2,293568.24,497763.78,0.58977561,4
null_geo9,2013,2,312070.44,485623.2,0.64262,4
null_geo9,2013,2,249607.0128,497763.78,0.501457951,4
sheridan,2013,2,161585.88,485623.2,0.33274,4
null_geo9,2013,2,268651.944,485623.2,0.553212,3
sheridan,2013,4,112246.68,485623.2,0.23114,4
null_geo9,2013,2,219559.44,485623.2,0.45212,4
null_geo9,2013,4,259030.8,485623.2,0.5334,4
sheridan,2013,24,171453.72,489670.06,0.350142149,4
sheridan,2013,5,55506.6,485623.2,0.1143,4
sheridan,2013,16,148017.6,485623.2,0.3048,4
null_geo9,2013,46,144317.16,392545.42,0.367645361,4
sheridan,2013,2,112246.68,497763.78,0.225502439,4
sheridan,2013,24,144317.16,485623.2,0.29718,4
sheridan,2013,24,182555.04,995527.56,0.18337561,4
null_geo9,2013,2,286167.36,477529.48,0.599267797,4
null_geo9,2013,2,148017.6,485623.2,0.3048,3
sheridan,2013,2,144317.16,485623.2,0.29718,4
sheridan,2013,25,175154.16,857934.32,0.204158491,4
null_geo9,2013,4,215859,437060.88,0.493888889,6
sheridan,2013,2,176042.2656,485623.2,0.3625088,4
sheridan,2013,1,187488.96,728434.8,0.257386667,4
sheridan,2013,2,130748.88,485623.2,0.26924,4
sheridan,2013,2,140616.72,485623.2,0.28956,4
null_geo9,2013,2,425550.6,983386.98,0.432740741,4
null_geo9,2013,2,189955.92,485623.2,0.39116,4
null_geo9,2013,24,305903.04,465388.9,0.657307826,4
null_geo9,2013,2,164052.84,485623.2,0.33782,4
sheridan,2013,2,122114.52,485623.2,0.25146,4
null_geo9,2013,3,251629.92,505857.5,0.4974336,4
sheridan,2013,2,134449.32,331842.52,0.405160976,4
sheridan,2013,2,148017.6,505857.5,0.292608,4
sheridan,2013,16,102378.84,485623.2,0.21082,4
sheridan,2013,2,146784.12,489670.06,0.299761983,4
null_geo9,2013,-99,342907.44,870074.9,0.394113488,-99
sheridan,2013,16,61674,485623.2,0.127,4
null_geo9,2013,-99,0,0,0,-99
null_geo9,2013,2,275066.04,627263.3,0.43851871,4
null_geo9,2013,4,181321.56,408732.86,0.443619802,4
sheridan,2013,2,71541.84,283280.2,0.252548571,4
null_geo9,2013,2,256563.84,485623.2,0.52832,4
sheridan,2013,16,196123.32,485623.2,0.40386,4
null_geo9,2013,2,540264.24,987433.84,0.547140984,4
null_geo9,2013,2,291101.28,485623.2,0.59944,4
sheridan,2013,2,164052.84,497763.78,0.329580488,4
sheridan,2013,4,139383.24,485623.2,0.28702,4
null_geo9,2013,-99,0,0,0,-99
null_geo9,2013,2,226960.32,485623.2,0.46736,4
null_geo9,2013,25,214625.52,971246.4,0.22098,4
sheridan,2013,32,60440.52,505857.5,0.1194816,4
null_geo9,2013,25,171453.72,485623.2,0.35306,4
null_geo9,2013,2,167753.28,485623.2,0.34544,4
sheridan,2013,23,203524.2,809372,0.25146,4
null_geo9,2013,2,225726.84,509904.36,0.442685714,3
sheridan,2013,25,140616.72,542279.24,0.259307463,4
sheridan,2013,24,146784.12,501810.64,0.292509677,4
sheridan,2013,6,4933.92,485623.2,0.01016,4
sheridan,2013,16,54273.12,485623.2,0.11176,4
null_geo9,2013,2,265198.2,485623.2,0.5461,4
sheridan,2013,4,111013.2,546326.1,0.2032,4
sheridan,2013,16,153457.2468,708200.5,0.216686674,4
sheridan,2013,24,140616.72,445154.6,0.315883636,4
null_geo9,2013,2,213392.04,485623.2,0.43942,4
sheridan,2013,-99,0,0,0,-99
null_geo9,2013,24,164990.2848,485623.2,0.3397504,4
null_geo9,2013,2,277533,501810.64,0.553064516,4
null_geo9,2013,25,109779.72,501810.64,0.218767742,4
null_geo9,2013,23,99911.88,465388.9,0.214685217,4
sheridan,2013,2,80176.2,263045.9,0.3048,4
sheridan,2013,16,146784.12,485623.2,0.30226,4
null_geo9,2013,2,197356.8,485623.2,0.4064,4
sheridan,2013,2,123348,465388.9,0.265043478,4
sheridan,2013,24,77709.24,890309.2,0.087283636,4
sheridan,2013,2,166519.8,485623.2,0.3429,4
sheridan,2013,2,113948.8824,489670.06,0.232705983,4
null_geo9,2013,2,219559.44,485623.2,0.45212,4
sheridan,2013,24,107312.76,493716.92,0.217357377,4
sheridan,2013,24,124581.48,485623.2,0.25654,4
sheridan,2013,3,120190.2912,331842.52,0.36219161,4
sheridan,2013,24,120881.04,493716.92,0.244839344,4
sheridan,2013,2,94977.96,242811.6,0.39116,4
null_geo9,2013,4,202290.72,428967.16,0.471577358,4
sheridan,2013,21,125814.96,473482.62,0.265723077,4
null_geo9,2013,2,217092.48,485623.2,0.44704,4
sheridan,2013,25,28370.04,1011715,0.0280416,4
null_geo9,2013,2,451453.68,946965.24,0.476738462,4
sheridan,2013,4,93744.48,331842.52,0.282497561,4
sheridan,2013,2,117180.6,481576.34,0.243327731,4
sheridan,2013,43,217092.48,942918.38,0.230235193,4
null_geo9,2013,2,202290.72,485623.2,0.41656,4
null_geo9,2013,2,495858.96,1133120.8,0.437605714,4
sheridan,2013,2,171453.72,489670.06,0.350142149,4
sheridan,2013,5,50572.68,485623.2,0.10414,4
sheridan,2013,3,93744.48,485623.2,0.19304,4
null_geo9,2013,2,215859,485623.2,0.4445,4
sheridan,2013,2,114688.9704,566560.4,0.202430743,4
sheridan,2013,25,129515.4,987433.84,0.131163934,4
null_geo9,2013,24,103612.32,829606.3,0.124893659,4
null_geo9,2013,2,166519.8,505857.5,0.329184,4
null_geo9,2013,4,196123.32,485623.2,0.40386,4
null_geo9,2013,2,199823.76,364217.4,0.54864,4
sheridan,2013,2,243303.93,829606.3,0.293277073,4
sheridan,2013,17,92511,481576.34,0.19210084,4
null_geo9,2013,2,519295.08,983386.98,0.528069136,4
sheridan,2013,2,189955.92,586794.7,0.323718621,4
null_geo9,2013,25,150484.56,485623.2,0.30988,4
null_geo9,2013,2,246696,505857.5,0.48768,4
sheridan,2013,2,112246.68,372311.12,0.301486957,4
sheridan,2013,24,150484.56,485623.2,0.30988,4
sheridan,2013,16,148017.6,938871.52,0.157655172,4
null_geo9,2013,25,578502.12,1448775.88,0.399305028,4
null_geo9,2013,2,161585.88,493716.92,0.327285246,4
sheridan,2013,2,125814.96,477529.48,0.263471186,4
sheridan,2013,2,129515.4,404686,0.32004,4
null_geo9,2013,17,46872.24,574654.12,0.081566197,4
null_geo9,2013,2,233127.72,485623.2,0.48006,4
sheridan,2013,2,130748.88,485623.2,0.26924,4
sheridan,2013,2,195247.5492,809372,0.24123396,4
sheridan,2013,2,106079.28,485623.2,0.21844,4
null_geo9,2013,2,162819.36,505857.5,0.3218688,4
sheridan,2013,18,96211.44,485623.2,0.19812,4
null_geo9,2013,2,76475.76,445154.6,0.171796364,4
null_geo9,2013,2,298502.16,598935.28,0.498389189,4
null_geo9,2013,2,113480.16,0,0,3
sheridan,2013,16,148017.6,485623.2,0.3048,4
null_geo9,2013,2,144317.16,505857.5,0.2852928,4
null_geo9,2013,2,319471.32,987433.84,0.323537705,4
null_geo9,2013,2,307136.52,995527.56,0.308517073,4
sheridan,2013,25,250396.44,963152.68,0.259976471,4
sheridan,2013,5,58787.6568,497763.78,0.118103805,4
sheridan,2013,24,102378.84,489670.06,0.209077686,4
sheridan,2013,2,191189.4,526091.8,0.363415385,4
null_geo9,2013,2,489691.56,987433.84,0.49592459,4
sheridan,2013,16,88810.56,566560.4,0.156754286,6
null_geo9,2013,2,421850.16,870074.9,0.484844651,4
null_geo9,2013,2,247929.48,485623.2,0.51054,4
sheridan,2013,24,60440.52,218530.44,0.276577778,4
sheridan,2013,16,199823.76,991480.7,0.201541224,4
sheridan,2013,4,115947.12,509904.36,0.227390476,3
sheridan,2013,2,149251.08,412779.72,0.361576471,4
null_geo9,2013,48,177621.12,404686,0.438912,4
null_geo9,2013,4,212010.5424,501810.64,0.422492129,4
sheridan,2013,24,139383.24,501810.64,0.27776129,4
null_geo9,2013,2,255330.36,485623.2,0.52578,4
null_geo9,2013,2,168986.76,485623.2,0.34798,3
sheridan,2013,2,175154.16,445154.6,0.393469091,4
null_geo9,2013,2,134449.32,364217.4,0.369146667,4
null_geo9,2013,2,432951.48,845793.74,0.511888995,4
sheridan,2013,2,149251.08,485623.2,0.30734,4
null_geo9,2013,2,199823.76,485623.2,0.41148,4
sheridan,2013,23,112246.68,485623.2,0.23114,4
null_geo9,2013,2,519295.08,971246.4,0.53467,4
null_geo9,2013,2,289867.8,505857.5,0.573024,4
sheridan,2013,16,181062.5292,485623.2,0.3728466,4
null_geo9,2013,48,160352.4,485623.2,0.3302,4
null_geo9,2013,-99,362643.12,708200.5,0.512064,4
null_geo9,2013,2,469955.88,971246.4,0.48387,4
null_geo9,2013,25,111013.2,465388.9,0.23853913,4
null_geo9,2013,2,197356.8,485623.2,0.4064,4
sheridan,2013,2,167753.28,485623.2,0.34544,4
sheridan,2013,4,161585.88,485623.2,0.33274,4
sheridan,2013,30,101392.056,339936.24,0.298268571,6
null_geo9,2013,25,168752.3988,465388.9,0.362605983,4
sheridan,2013,-99,0,0,0,-99
sheridan,2013,25,111013.2,445154.6,0.249381818,7
null_geo9,2013,24,245462.52,971246.4,0.25273,4
sheridan,2013,16,95730.3828,485623.2,0.1971294,4
null_geo9,2013,2,233497.764,485623.2,0.480822,4
sheridan,2013,2,176387.64,485623.2,0.36322,4
null_geo9,2013,2,229427.28,457295.18,0.501706195,3
sheridan,2013,46,210925.08,485623.2,0.43434,4
sheridan,2013,3,106079.28,485623.2,0.21844,4
sheridan,2013,2,182555.04,752715.96,0.242529032,3
sheridan,2013,2,152951.52,485623.2,0.31496,4
sheridan,2013,2,171453.72,489670.06,0.350142149,4
null_geo9,2013,2,440352.36,878168.62,0.501445161,4
sheridan,2013,24,170220.24,501810.64,0.339212903,4
sheridan,2013,2,203524.2,586794.7,0.346841379,4
null_geo9,2013,24,162375.3072,485623.2,0.3343656,4
null_geo9,2013,-99,0,0,0,-99
sheridan,2013,24,113480.16,995527.56,0.113990244,4
null_geo9,2013,24,286167.36,728434.8,0.392853333,4
null_geo9,2013,4,97444.92,485623.2,0.20066,4
sheridan,2013,23,171984.1164,485623.2,0.3541522,4
sheridan,2013,2,146784.12,465388.9,0.315401739,4
null_geo9,2013,17,355242.24,809372,0.438912,4
null_geo9,2013,46,330572.64,902449.78,0.366306726,4
sheridan,2013,2,119647.56,331842.52,0.360556098,4
null_geo9,2013,24,17268.72,485623.2,0.03556,4
sheridan,2013,2,130748.88,485623.2,0.26924,4
null_geo9,2013,4,210925.08,489670.06,0.430750413,4
sheridan,2013,16,127048.44,485623.2,0.26162,4
null_geo9,2013,4,201057.24,485623.2,0.41402,4
sheridan,2013,4,104845.8,331842.52,0.31595122,4
sheridan,2013,32,159118.92,465388.9,0.341906087,4
null_geo9,2013,2,170220.24,485623.2,0.35052,4
sheridan,2013,18,226960.32,942918.38,0.240700429,4
null_geo9,2013,2,440352.36,983386.98,0.447792593,4
sheridan,2013,2,109446.6804,445154.6,0.245862764,4
sheridan,2013,24,189955.92,748669.1,0.253725405,4
null_geo9,2013,2,260264.28,493716.92,0.527154098,4
null_geo9,2013,2,217092.48,485623.2,0.44704,4
sheridan,2013,2,162547.9944,558466.68,0.291061913,4
sheridan,2013,17,104389.4124,433014.02,0.24107686,4
null_geo9,2013,15,4267.8408,28328.02,0.150658286,1
null_geo9,2013,2,172687.2,485623.2,0.3556,4
null_geo9,2013,17,307136.52,505857.5,0.6071616,4
sheridan,2013,2,138149.76,489670.06,0.282128926,4
null_geo9,2013,2,236828.16,505857.5,0.4681728,4
sheridan,2013,2,176387.64,485623.2,0.36322,4
sheridan,2013,2,217339.176,348029.96,0.624485581,4
null_geo9,2013,2,238061.64,485623.2,0.49022,4
sheridan,2013,24,103612.32,485623.2,0.21336,4
sheridan,2013,23,199823.76,971246.4,0.20574,4
null_geo9,2013,16,447753.24,987433.84,0.453452459,4
sheridan,2013,25,111013.2,485623.2,0.2286,4
null_geo9,2013,-99,0,0,0,-99
null_geo9,2013,2,201057.24,493716.92,0.407232787,4
null_geo9,2013,16,276299.52,971246.4,0.28448,4
sheridan,2013,2,159118.92,509904.36,0.312057143,4
sheridan,2013,2,75599.9892,0,0,4
sheridan,2013,3,94977.96,485623.2,0.19558,4
null_geo9,2013,2,705550.56,1922258.5,0.367043368,3
sheridan,2013,2,177621.12,489670.06,0.36273719,4
sheridan,2013,2,28579.7316,404686,0.07062216,4
sheridan,2013,3,70259.0208,623216.44,0.112736416,4
null_geo9,2013,26,134449.32,829606.3,0.16206439,4
sheridan,2013,16,131982.36,485623.2,0.27178,4
sheridan,2013,2,104845.8,323748.8,0.32385,4
sheridan,2013,23,120881.04,412779.72,0.292847059,4
null_geo9,2013,24,339207,971246.4,0.34925,4
sheridan,2013,2,149251.08,497763.78,0.299843902,4
null_geo9,2013,17,339207,870074.9,0.389860465,4
sheridan,2013,2,140616.72,485623.2,0.28956,4
null_geo9,2013,2,192422.88,505857.5,0.3803904,4
sheridan,2013,23,133215.84,542279.24,0.245659701,4
sheridan,2013,24,65374.44,501810.64,0.130277419,4
sheridan,2013,4,127048.44,497763.78,0.255239024,4
null_geo9,2013,2,185022,485623.2,0.381,4
sheridan,2013,2,138149.76,465388.9,0.296848696,4
null_geo9,2013,24,130748.88,493716.92,0.26482623,4
sheridan,2013,2,78942.72,364217.4,0.216746667,4
null_geo9,2013,5,101145.36,485623.2,0.20828,4
null_geo9,2013,2,199823.76,505857.5,0.3950208,4
sheridan,2013,2,195074.862,890309.2,0.219109636,4
sheridan,2014,25,114318.9264,631310.16,0.181082462,4
null_geo9,2014,16,133215.84,485623.2,0.27432,4
sheridan,2014,24,150484.56,501810.64,0.299883871,4
sheridan,2014,2,145550.64,505857.5,0.2877312,4
sheridan,2014,2,139568.262,485623.2,0.287401,4
sheridan,2014,30,122114.52,890309.2,0.13716,4
sheridan,2014,36,98678.4,526091.8,0.187569231,4
null_geo9,2014,-99,0,0,0,-99
sheridan,2014,2,198590.28,566560.4,0.35052,4
null_geo9,2014,2,155418.48,505857.5,0.3072384,4
null_geo9,2014,30,192422.88,1052183.6,0.18288,3
null_geo9,2014,2,194889.84,501810.64,0.388374194,4
null_geo9,2014,2,207224.64,485623.2,0.42672,3
null_geo9,2014,2,136916.28,477529.48,0.286718644,4
sheridan,2014,2,120881.04,485623.2,0.24892,4
null_geo9,2014,47,128281.92,404686,0.316992,4
sheridan,2014,-99,0,0,0,-99
null_geo9,2014,24,76475.76,206389.86,0.370541176,4
sheridan,2014,46,162819.36,526091.8,0.309489231,4
sheridan,2014,16,128281.92,485623.2,0.26416,4
sheridan,2014,2,94977.96,485623.2,0.19558,4
sheridan,2014,2,124581.48,485623.2,0.25654,4
null_geo9,2014,4,156651.96,485623.2,0.32258,4
sheridan,2014,2,138149.76,607029,0.227584,5
sheridan,2014,10,42222.0204,501810.64,0.084139548,4
null_geo9,2014,5,124581.48,485623.2,0.25654,4
sheridan,2014,4,106079.28,485623.2,0.21844,4
null_geo9,2014,24,134449.32,364217.4,0.369146667,4
null_geo9,2014,2,167753.28,485623.2,0.34544,4
null_geo9,2014,24,191189.4,485623.2,0.3937,4
sheridan,2014,2,180088.08,930777.8,0.193481739,4
null_geo9,2014,2,201057.24,485623.2,0.41402,4
sheridan,2014,16,45638.76,485623.2,0.09398,4
sheridan,2014,2,131982.36,501810.64,0.263012903,4
null_geo9,2014,2,203524.2,485623.2,0.4191,4
sheridan,2014,2,108472.2312,497763.78,0.21791961,4
null_geo9,2014,2,371277.48,946965.24,0.392071795,4
sheridan,2014,2,184627.2864,445154.6,0.414749673,4
null_geo9,2014,25,164052.84,465388.9,0.352507826,4
null_geo9,2014,2,195284.5536,971246.4,0.2010664,4
sheridan,2014,24,113480.16,489670.06,0.23174876,4
sheridan,2014,25,165286.32,485623.2,0.34036,4
null_geo9,2014,2,25730.3928,404686,0.06358128,4
sheridan,2014,4,97444.92,485623.2,0.20066,4
sheridan,2014,3,108546.24,485623.2,0.22352,4
null_geo9,2014,2,249162.96,805325.14,0.309394975,4
null_geo9,2014,2,168986.76,485623.2,0.34798,4
null_geo9,2014,2,137705.7072,489670.06,0.281222083,4
null_geo9,2014,2,272599.08,1011715,0.2694432,4
null_geo9,2014,2,416916.24,829606.3,0.502548293,4
sheridan,2014,24,133215.84,501810.64,0.265470968,4
sheridan,2014,16,101145.36,485623.2,0.20828,4
sheridan,2014,2,149251.08,497763.78,0.299843902,4
null_geo9,2014,2,210925.08,505857.5,0.4169664,4
sheridan,2014,2,236828.16,752715.96,0.314632258,4
